latitud,provincia,altitud,idema,nombre,indsinop,longitud
37.09583333333334,GRANADA,2300,6299I,"LAGUNA SECA, PARQUE NACIONAL SIERRA NEVADA",,-2.9644444444444447
37.14138888888889,ALMERIA,869,6302A,ABLA,8427.0,-2.78
37.05305555555555,ALMERIA,1713,6307C,"LAÚJAR, PARQUE NACIONAL SIERRA NEVADA",,-2.897222222222222
37.033055555555556,ALMERIA,1518,6307X,LÁUJAR DE ANDARAX,,-2.9125
37.020833333333336,ALMERIA,601,6312E,"RÁGOL, PARQUE NACIONAL SIERRA NEVADA",,-2.677222222222222
36.84638888888889,ALMERIA,21,6325O,ALMERÍA AEROPUERTO,8487.0,-2.3569444444444447
36.721944444444446,ALMERIA,52,6329X,CABO DE GATA,,-2.1930555555555555
36.98027777777778,ALMERIA,16,6332X,CARBONERAS,8488.0,-1.903611111111111
36.94222222222222,ALMERIA,222,6332Y,CARBONERAS,8488.0,-1.9069444444444443
37.11,ALMERIA,970,6335O,"NACIMIENTO, PARQUE NACIONAL SIERRA NEVADA",,-2.6991666666666667
37.178888888888885,ALMERIA,6,6340X,"GARRUCHA, PUERTO",,-1.8166666666666667
37.406666666666666,ALMERIA,508,6364X,ALBOX,,-2.151388888888889
37.39055555555556,ALMERIA,300,6367B,HUÉRCAL-OVERA,8428.0,-1.9436111111111112
37.1325,MALAGA,420,6375X,FUENTE DE PIEDRA,,-4.741944444444444
35.93833333333333,ALMERIA,15,6381,ALBORÁN,8490.0,-3.036111111111111
37.41722222222222,MURCIA,26,7002Y,ÁGUILAS,8432.0,-1.5869444444444445
37.588055555555556,MURCIA,66,7007Y,MAZARRÓN/LAS TORRES,,-1.2305555555555556
37.60111111111111,MURCIA,17,7012C,CARTAGENA,8434.0,-0.9877777777777778
37.60444444444445,MURCIA,56,7012D,CARTAGENA,8434.0,-1.0233333333333332
37.63583333333333,MURCIA,2,7019X,CARTAGENA/SALINAS CABO PALOS,,-0.7155555555555555
37.8075,MURCIA,205,7020C,MURCIA AEROPUERTO,,-1.1280555555555556
37.72638888888889,MURCIA,140,7023X,FUENTE ÁLAMO DE MURCIA,,-1.1672222222222224
37.73888888888889,MURCIA,50,7026X,TORRE-PACHECO,,-0.9675
37.788888888888884,MURCIA,4,7031,SAN JAVIER AEROPUERTO,8433.0,-0.8033333333333333
37.77833333333333,MURCIA,4,7031X,SAN JAVIER AEROPUERTO,8433.0,-0.8058333333333334
38.39194444444444,ALBACETE,680,7066Y,"YESTE, EMBALSE FUENSANTA",,-2.22
38.08833333333334,ALBACETE,1485,7067Y,NERPIO,,-2.4130555555555553
38.294999999999995,ALBACETE,960,7072Y,YESTE,,-2.2938888888888886
38.26833333333333,MURCIA,955,7080X,MORATALLA,,-1.986388888888889
38.54194444444444,ALBACETE,605,7096B,HELLÍN,8355.0,-1.7030555555555555
38.588055555555556,ALBACETE,615,7103Y,TOBARRA,,-1.6894444444444445
38.1025,MURCIA,643,7119B,CARAVACA DE LA CRUZ,8365.0,-1.8772222222222223
38.23416666666667,MURCIA,350,7121A,CALASPARRA,,-1.702222222222222
38.049166666666665,MURCIA,640,7127X,BULLAS,,-1.6952777777777779
38.45888888888889,MURCIA,485,7138B,JUMILLA,,-1.3352777777777778
38.23277777777778,MURCIA,265,7145D,CIEZA,8363.0,-1.3805555555555555
38.128055555555555,MURCIA,150,7158X,ARCHENA,,-1.3058333333333334
38.04138888888889,MURCIA,255,7172X,MULA,,-1.4491666666666667
38.00194444444445,MURCIA,62,7178I,MURCIA,8430.0,-1.1708333333333334
37.92611111111111,MURCIA,985,7195X,"CARAVACA DE LA CRUZ, LOS ROYOS",,-2.058333333333333
37.844722222222224,MURCIA,646,7203A,"LORCA, ZARCILLA DE RAMOS",,-1.8697222222222223
37.65472222222222,MURCIA,312,7209,LORCA,8426.0,-1.6872222222222222
37.56805555555556,MURCIA,445,7211B,PUERTO LUMBRERAS,,-1.797222222222222
37.75861111111111,MURCIA,281,7218Y,TOTANA,,-1.5127777777777778
37.861666666666665,MURCIA,157,7227X,ALHAMA DE MURCIA,,-1.3347222222222221
37.95777777777778,MURCIA,75,7228,"ALCANTARILLA, BASE AÉREA",8429.0,-1.2286111111111113
38.138888888888886,MURCIA,170,7237E,MOLINA DE SEGURA,,-1.158611111111111
38.06777777777778,ALICANTE,26,7244X,ORIHUELA,,-0.9813888888888889
38.39972222222222,ALICANTE,575,7247X,EL PINÓS/PINOSO,8357.0,-1.0380555555555557
38.19444444444444,MURCIA,174,7250C,ABANILLA,,-1.033888888888889
38.088055555555556,ALICANTE,31,7261X,ROJALES,,-0.7152777777777777
38.60166666666667,MURCIA,640,7275C,YECLA,8356.0,-1.159722222222222
38.78,VALENCIA,622,8005X,FONTANARS DELS ALFORINS,,-0.7958333333333333
38.57694444444445,ALICANTE,486,8008Y,VILLENA,,-0.8655555555555555
38.38666666666666,ALICANTE,230,8013X,NOVELDA,,-0.7577777777777778
38.2875,ALICANTE,110,8018X,ELX/ELCHE,,-0.6805555555555555
38.282777777777774,ALICANTE,43,8019,ALICANTE-ELCHE AEROPUERTO,8360.0,-0.5708333333333333
38.3725,ALICANTE,81,8025,ALACANT/ALICANTE,8359.0,-0.49416666666666664
38.54361111111111,ALICANTE,36,8036Y,BENIDORM,,-0.13777777777777778
38.78361111111111,ALICANTE,15,8050X,JÁVEA/ XÀBIA,8370.0,0.16777777777777778
38.84666666666667,ALICANTE,60,8057C,PEGO,,-0.11833333333333333
38.928888888888885,VALENCIA,5,8058X,OLIVA,8282.0,-0.09583333333333333
38.95027777777778,VALENCIA,12,8058Y,MIRAMAR,,-0.13777777777777778
38.711111111111116,ALICANTE,534,8059C,ALCOI/ALCOY,,-0.4608333333333333
39.01694444444444,VALENCIA,340,8072Y,BARX,,-0.3047222222222222
40.22083333333334,CUENCA,1154,8084Y,PANTANO DE LA TOBA (AUTOMATICA),,-1.9269444444444443
40.06722222222223,CUENCA,949,8096,CUENCA,8231.0,-2.1319444444444446
39.55555555555555,CUENCA,830,8155Y,MOTILLA DEL PALANCAR,,-1.9152777777777776
38.95416666666667,ALBACETE,702,8175,ALBACETE BASE AÉREA,8280.0,-1.856388888888889
38.93583333333333,ALBACETE,880,8177A,CHINCHILLA,8278.0,-1.66
39.005833333333335,ALBACETE,674,8178D,ALBACETE,8279.0,-1.8627777777777779
39.208333333333336,VALENCIA,372,8193E,JALANCE,,-1.0944444444444443
38.85055555555556,ALBACETE,710,8198Y,ALMANSA,,-1.0630555555555556
39.08277777777778,VALENCIA,855,8203O,ZARRA,8283.0,-1.1008333333333333
40.10305555555556,CUENCA,1160,8210Y,SALVACAÑETE,,-1.503611111111111
39.714444444444446,CUENCA,815,8245Y,MIRA,,-1.4425000000000001
39.13361111111111,VALENCIA,305,8270X,BICORP,,-0.79
38.82944444444445,VALENCIA,350,8283X,ONTINYENT,,-0.6077777777777778
39.001666666666665,VALENCIA,88,8293X,XÀTIVA,8290.0,-0.5236111111111111
39.11333333333334,VALENCIA,25,8300X,CARCAIXENT,,-0.44583333333333336
39.57555555555556,VALENCIA,758,8309X,UTIEL,8281.0,-1.2447222222222223
39.18472222222222,VALENCIA,12,8325X,POLINYÀ DE XÚQUER,8287.0,-0.3719444444444444
39.38916666666667,VALENCIA,196,8337X,TURÍS,,-0.6197222222222223
40.41972222222222,TERUEL,1130,8354X,ALBARRACÍN,,-1.4413888888888888
40.35055555555556,TERUEL,902,8368U,TERUEL,8235.0,-1.1241666666666668
40.236111111111114,TERUEL,1430,8376,JABALOYAS,,-1.4116666666666666
40.06055555555555,VALENCIA,705,8381X,ADEMUZ,,-1.283611111111111
39.75333333333333,VALENCIA,515,8395X,CHELVA,,-0.9930555555555555
39.663888888888884,VALENCIA,198,8409X,LLÍRIA,,-0.653888888888889
39.485,VALENCIA,56,8414A,VALENCIA AEROPUERTO,8284.0,-0.4747222222222222
39.480555555555554,VALENCIA,11,8416,VALÈNCIA,8285.0,-0.3663888888888889
39.47972222222222,VALENCIA,6,8416X,"VALENCIA, UPV",,-0.33694444444444444
39.480555555555554,VALENCIA,11,8416Y,"VALÈNCIA, VIVEROS",8285.0,-0.3663888888888889
39.79555555555555,CASTELLON,400,8439X,SEGORBE,,-0.4852777777777778
39.700833333333335,VALENCIA,30,8446Y,SAGUNT/SAGUNTO,,-0.2588888888888889
40.43055555555555,TERUEL,1380,8458X,CEDRILLAS,,-0.8494444444444444
40.08777777777778,CASTELLON,601,8472A,MONTANEJOS,,-0.5469444444444445
40.362500000000004,TERUEL,1515,8486X,MOSQUERUELA,,-0.45444444444444443
40.43333333333333,CASTELLON,1131,8489X,VILLAFRANCA DEL CID/VILLAFRANCA,8241.0,-0.25583333333333336
40.227222222222224,CASTELLON,420,8492X,ATZENETA DEL MAESTRAT,,-0.16972222222222222
39.95722222222223,CASTELLON,43,8500A,CASTELLÓ - ALMASSORA,8286.0,-0.07194444444444445
39.98916666666667,CASTELLON,23,8501,CASTELLÓ DE LA PLANA,,-0.03222222222222222
40.21138888888889,CASTELLON,35,8503Y,TORREBLANCA,,0.18361111111111109
40.69361111111111,CASTELLON,1168,8520X,LA POBLA DE BENIFASSÀ-FREDES,,0.16527777777777777
40.55416666666667,CASTELLON,111,8523X,VINARÒS,8239.0,0.4297222222222222
42.99194444444444,CANTABRIA,870,9001D,REINOSA,8032.0,-4.160555555555556
43.03666666666666,CANTABRIA,1650,9001S,ALTO CAMPOO,8061.0,-4.374444444444444
42.95138888888889,BURGOS,915,9012E,SANTA GADEA DE ALFOZ,,-3.957222222222222
42.80972222222222,CANTABRIA,770,9016X,"VALDERREDIBLE, CUBILLO DE EBRO",,-4.032222222222222
42.80638888888888,CANTABRIA,720,9019B,"VALDERREDIBLE, POLIENTES   ",8033.0,-3.933888888888889
42.746944444444445,BURGOS,1017,9027X,SARGENTES DE LA LORA,,-3.8844444444444446
42.559444444444445,BURGOS,730,9031C,BRIVIESCA,,-3.3088888888888888
42.919999999999995,BURGOS,580,9051,MEDINA DE POMAR,8063.0,-3.4827777777777778
42.875277777777775,ARABA/ALAVA,910,9060X,LALASTRA,,-3.231666666666667
42.68694444444444,BURGOS,460,9069C,MIRANDA DE EBRO,,-2.9605555555555556
42.82972222222222,ARABA/ALAVA,660,9073X,"AGURAIN/SALVATIERRA, OPAKUA",,-2.3597222222222225
42.849722222222226,ARABA/ALAVA,521,9087,VITORIA AERÓDROMO,,-2.656111111111111
42.88194444444444,ARABA/ALAVA,513,9091O,FORONDA-TXOKIZA,8080.0,-2.735
42.871944444444445,ARABA/ALAVA,513,9091R,VITORIA-GASTEIZ AEROPUERTO,8080.0,-2.7327777777777778
42.42111111111111,BURGOS,820,9111,BELORADO,8077.0,-3.1702777777777778
42.255,LA RIOJA,1630,9115X,VALDEZCARAY,,-2.9683333333333333
42.57527777777778,LA RIOJA,465,9121X,HARO,,-2.854722222222222
42.60388888888889,ARABA/ALAVA,612,9122I,LABASTIDA,,-2.7766666666666664
42.23083333333334,LA RIOJA,1006,9136X,"ANGUIANO, VALVANERA",,-2.871111111111111
42.41416666666667,LA RIOJA,500,9141V,NÁJERA,,-2.7266666666666666
42.56722222222223,ARABA/ALAVA,575,9145X,LEZA,,-2.6327777777777777
42.48277777777778,LA RIOJA,429,9145Y,CENICERO,,-2.6394444444444445
42.452222222222225,LA RIOJA,353,9170,"LOGROÑO, AEROPUERTO",8084.0,-2.331111111111111
42.57027777777778,NAVARRA,470,9171K,LOS ARCOS,,-2.1838888888888888
42.67055555555555,ARABA/ALAVA,570,9178X,CAMPEZO/KANPEZU,,-2.3461111111111115
42.14944444444444,LA RIOJA,855,9188,ENCISO,,-2.2733333333333334
42.793055555555554,HUESCA,2276,9195C,ASTÚN- LA RACA,8909.0,-0.5052777777777778
42.74944444444444,HUESCA,1197,9198X,CANFRANC,,-0.5161111111111111
42.57888888888889,HUESCA,823,9201K,JACA,8091.0,-0.5469444444444445
42.57972222222222,HUESCA,832,9201X,JACA,,-0.545
42.74055555555556,HUESCA,860,9207,"VALLE DE HECHO, HECHO",,-0.7505555555555555
42.70861111111111,HUESCA,1025,9208E,ARAGÜÉS DEL PUERTO,8095.0,-0.6727777777777777
42.51416666666667,HUESCA,722,9211F,"BAILO, PUYALTO",,-0.8172222222222222
42.862500000000004,NAVARRA,838,9218A,ISABA/IZABA,,-0.9247222222222222
42.89611111111111,NAVARRA,635,9228J,OROZ-BETELU/OROTZ-BETELU,,-1.3002777777777779
43.007777777777775,NAVARRA,947,9228T,RONCESVALLES/ORREAGA,,-1.3255555555555556
42.7175,NAVARRA,612,9238X,NAVASCUÉS/NABASKOZE,,-1.1172222222222223
42.490833333333335,ZARAGOZA,626,9244X,SOS DEL REY CATÓLICO,8090.0,-1.213611111111111
42.521388888888886,NAVARRA,440,9245X,CÁSEDA,,-1.3663888888888889
42.48916666666667,NAVARRA,390,9252X,OLITE/ERRIBERRI,,-1.6555555555555554
42.970555555555556,NAVARRA,615,9257X,"ESTERIBAR, EMBALSE DE EUGI",,-1.5169444444444444
42.81777777777778,NAVARRA,450,9262,PAMPLONA,,-1.6383333333333332
42.70111111111111,NAVARRA,585,9262P,MONREAL/ELO,,-1.4955555555555555
42.776944444444446,NAVARRA,459,9263D,"PAMPLONA, AEROPUERTO",8085.0,-1.65
42.77611111111111,NAVARRA,572,9263X,"ARANGUREN, ILUNDAIN  ",8089.0,-1.5325
42.91888888888889,NAVARRA,432,9274X,IRURTZUN,,-1.8350000000000002
42.54944444444444,NAVARRA,375,9280B,LARRAGA,,-1.8575000000000002
42.206944444444446,NAVARRA,268,9283X,CADREITA,8153.0,-1.7113888888888888
42.02638888888889,SORIA,1096,9287A,SAN PEDRO MANRIQUE,,-2.2308333333333334
42.17611111111111,LA RIOJA,371,9293X,"ALFARO, LA PLANA",,-1.743888888888889
42.198611111111106,NAVARRA,295,9294E,"BARDENAS REALES, BASE AÉREA",8087.0,-1.475277777777778
41.914722222222224,ZARAGOZA,475,9299X,TARAZONA,,-1.7233333333333334
41.95888888888889,NAVARRA,410,9301X,MONTEAGUDO,,-1.6905555555555556
42.05555555555555,NAVARRA,297,9302Y,TUDELA,,-1.6094444444444445
42.12111111111111,ZARAGOZA,321,9321X,EJEA DE LOS CABALLEROS,,-1.1397222222222223
41.98416666666667,ZARAGOZA,543,9336D,CASTEJON DE VALDEJASA,,-0.9958333333333332
41.21638888888889,SORIA,863,9344C,ARCOS DE JALÓN,,-2.2930555555555556
41.57472222222223,SORIA,1000,9352A,ALMAZUL,,-2.140277777777778
41.293055555555554,ZARAGOZA,703,9354X,ALHAMA DE ARAGON,,-1.8952777777777778
40.56666666666667,TERUEL,1000,9374X,SANTA EULALIA DEL CAMPO,,-1.3208333333333333
40.77861111111111,GUADALAJARA,1185,9377Y,EL PEDREGAL,,-1.5683333333333334
40.865,TERUEL,932,9381,"CALAMOCHA, AERÓDROMO",,-1.305
40.92611111111111,TERUEL,884,9381I,CALAMOCHA,8233.0,-1.2933333333333332
41.114444444444445,ZARAGOZA,779,9390,DAROCA,8157.0,-1.41
41.33111111111111,ZARAGOZA,582,9394X,CALATAYUD,8156.0,-1.6452777777777778
41.48111111111111,ZARAGOZA,370,9427X,LA ALMUNIA DE DOÑA GODINA,,-1.3808333333333334
41.660555555555554,ZARAGOZA,249,9434,"ZARAGOZA, AEROPUERTO",8160.0,-1.0041666666666667
41.62111111111111,ZARAGOZA,258,9434P,"ZARAGOZA, VALDESPARTERA",8159.0,-0.9347222222222222
40.99527777777778,TERUEL,1255,9436X,FONFRÍA,,-1.0875
42.7625,HUESCA,1800,9445L,"FORMIGAL, SARRIOS",8096.0,-0.3927777777777778
42.70444444444445,HUESCA,1850,9451F,"PANTICOSA, PETROSOS",8915.0,-0.2752777777777778
42.69916666666666,HUESCA,1100,9453X,"BIESCAS, EMBALSE DE BÚBAL",,-0.3188888888888889
42.51277777777778,HUESCA,775,9460X,SABIÑÁNIGO,,-0.3555555555555555
42.029444444444444,HUESCA,390,9491X,ALMUDÉVAR,,-0.5858333333333333
41.79666666666667,ZARAGOZA,405,9495Y,LECIÑENA,,-0.6172222222222222
41.44305555555555,ZARAGOZA,535,9501X,VALMADRID ,,-0.8858333333333333
41.42916666666667,ZARAGOZA,205,9510X,QUINTO,,-0.5038888888888889
41.03111111111111,TERUEL,800,9513X,MUNIESA,,-0.8055555555555556
40.828611111111115,TERUEL,895,9531Y,MONTALBÁN,,-0.7930555555555555
41.17194444444444,TERUEL,305,9546B,HIJAR,,-0.4419444444444445
40.974444444444444,TERUEL,762,9550C,"ANDORRA, HORCALLANA",,-0.4077777777777778
40.79833333333333,TERUEL,755,9561X,CASTELLOTE,,-0.31527777777777777
40.62166666666667,CASTELLON,990,9562X,MORELLA,,-0.10194444444444445
40.49861111111111,CASTELLON,1220,9563X,CASTELLFORT,8237.0,-0.18666666666666665
40.946666666666665,TERUEL,466,9569A,CALANDA,8166.0,-0.23777777777777778
41.058055555555555,TERUEL,334,9573X,ALCAÑIZ,8164.0,-0.14166666666666666
41.2425,ZARAGOZA,215,9574B,"CASPE, PLANA DEL PILÓN",8165.0,-0.06861111111111111
41.5225,ZARAGOZA,357,9576C,BUJARALOZ,8165.0,-0.17444444444444443
42.3325,GIRONA,1699,9585,LA MOLINA,8117.0,1.9394444444444445
42.36222222222222,LLEIDA,1038,9590,MARTINET  ,,1.6933333333333334
42.430277777777775,LLEIDA,1940,9590D,CAP DE REC,8940.0,1.6677777777777776
42.35472222222222,LLEIDA,677,9619,LA SEU D'URGELL,8115.0,1.4630555555555556
42.23027777777778,LLEIDA,1196,9632X,TUIXENT,,1.5694444444444444
42.154444444444444,LLEIDA,609,9638D,COLL DE NARGÓ,,1.3119444444444446
41.80583333333333,LLEIDA,435,9647X,TORÀ,,1.3955555555555554
41.88138888888889,LLEIDA,400,9650X,ARTESA DE SEGRE,,1.1086111111111112
42.625,LLEIDA,952,9657X,ESTERRI D'ÀNEU,,1.126111111111111
42.58083333333334,LLEIDA,1907,9660,SANT MAURICI (LLAC),,1.0075
42.41,LLEIDA,2410,9677,PORT AINÉ,8938.0,1.2147222222222223
42.46638888888889,LLEIDA,1273,9689X,TORRE DE CABDELLA ,,0.9908333333333332
42.20527777777778,LLEIDA,807,9698U,TALARN,8112.0,0.8652777777777777
42.066944444444445,LLEIDA,515,9707,LLIMIANA,,0.9072222222222223
41.68111111111111,LLEIDA,463,9718X,TORDERA - GRANYANELLA,,1.2230555555555558
41.650555555555556,LLEIDA,388,9720X,TÀRREGA,8173.0,1.1494444444444445
41.873333333333335,LLEIDA,520,9724X,OS DE BALAGUER,,0.7561111111111111
41.55722222222222,TARRAGONA,657,9726E,LLORAC,,1.3094444444444444
41.61694444444444,LLEIDA,252,9729X,MOLLERUSSA,,0.8666666666666667
42.50333333333333,LLEIDA,1089,9744B,VALL DE BOÍ,,0.7988888888888889
42.31861111111112,HUESCA,760,9751,SOPEIRA,,0.7469444444444444
42.112500000000004,HUESCA,765,9756X,BENABARRE,,0.48
41.617222222222225,LLEIDA,199,9771,"LLEIDA, OBSERVATORIO",,0.6211111111111112
41.626111111111115,LLEIDA,186,9771C,LLEIDA,8171.0,0.5980555555555556
41.36611111111111,LLEIDA,673,9772X,LA POBLA DE CÉRVOLES,,0.9136111111111112
41.41361111111111,LLEIDA,392,9775X,EL SOLERÀS,,0.6783333333333333
41.39333333333333,LLEIDA,488,9776D,ELS TORMS,,0.7341666666666666
42.63,HUESCA,992,9784P,BIELSA,8103.0,0.22472222222222224
42.42166666666667,HUESCA,610,9808X,"AÍNSA-SOBRARBE, LA SERRETA",,0.13805555555555554
42.655277777777776,HUESCA,1206,9812M,"PARADOR DE ORDESA, PARQUE NACIONAL ORDESA Y MONTEPERDIDO",,-0.09916666666666667
42.626666666666665,HUESCA,1020,9814A,TORLA,8101.0,-0.11166666666666668
42.65611111111111,HUESCA,1905,9814I,"TORLA-ORDESA, EL CEBOLLAR",8919.0,-0.12444444444444444
42.6375,HUESCA,1076,9814X,TORLA - ORDESA,,-0.11222222222222222
42.599444444444444,HUESCA,1120,9838B,BENASQUE,,0.5205555555555557
42.555,HUESCA,2374,9839V,"CERLER, COGULLA",8923.0,0.5430555555555555
42.47694444444445,HUESCA,825,9843A,SEIRA,,0.4341666666666667
42.20138888888889,HUESCA,600,9855E,"CAPELLA, LAGUARRES",,0.46611111111111114
42.021388888888886,HUESCA,305,9866C,BARBASTRO,,0.14055555555555554
41.799166666666665,HUESCA,300,9894Y,SARIÑENA,,-0.16083333333333333
42.08444444444444,HUESCA,546,9898,"HUESCA, AEROPUERTO",8094.0,-0.32555555555555554
42.138888888888886,HUESCA,463,9901X,HUESCA,,-0.395
41.77388888888889,HUESCA,380,9908X,LANAJA,,-0.33305555555555555
41.61944444444445,HUESCA,178,9911X,BALLOBAR,,0.18777777777777777
